row_ID,sample_ID,collection_datetime_UTC,variable,value,units,censor_code
18463,939,4/13/2015 12:20,pH as H+,1.613429934,mol/L,
18464,939,4/13/2015 12:20,pH,5.02,standard units,
18465,939,4/13/2015 12:20,Precip,1.170000037,in,
18468,939,4/13/2015 12:20,BktVol,2030,mL,
18469,939,4/13/2015 12:20,Na,0.04,mg/L,
18470,939,4/13/2015 12:20,Mg,0.023,mg/L,
18471,939,4/13/2015 12:20,K,0.028,mg/L,
18472,939,4/13/2015 12:20,Duration,13.01041667,days,
18473,939,4/13/2015 12:20,SpCond,6,us/cm,
18475,939,4/13/2015 12:20,Ca,0.196,mg/L,
18459,939,4/13/2015 12:20,TSP,2.799908218,ug P/L,
18466,939,4/13/2015 12:20,PO4,2.315686629,ug P/L,
18483,940,4/22/2015 12:20,TN,0.49579101,mg N/L,
18485,940,4/22/2015 12:20,NO3,0.169,mg N/L,
18487,940,4/22/2015 12:20,NO2,0.025,mg N/L,
18493,940,4/22/2015 12:20,NH4,0.306308603,mg N/L,
18486,940,4/22/2015 12:20,SO4,0.213,mg S/L,
18479,940,4/22/2015 12:20,Precip,0.980000031,in,
18480,940,4/22/2015 12:20,pH,5.31,standard units,
18481,940,4/22/2015 12:20,pH as H+,1.669591835,mol/L,
18488,940,4/22/2015 12:20,BktVol,1650,mL,
18489,940,4/22/2015 12:20,Na,0.064,mg/L,
18491,940,4/22/2015 12:20,Ca,0.188,mg/L,
18494,940,4/22/2015 12:20,Duration,9,days,
18495,940,4/22/2015 12:20,K,0.033,mg/L,
18496,940,4/22/2015 12:20,Mg,0.031,mg/L,
18497,940,4/22/2015 12:20,SpCond,6,us/cm,
18478,940,4/22/2015 12:20,PO4,2.457168906,ug P/L,
18482,940,4/22/2015 12:20,TSP,6.189740307,ug P/L,
18499,941,4/27/2015 12:10,NO2,0.025,mg N/L,
18500,941,4/27/2015 12:10,TN,0.614435134,mg N/L,
18506,941,4/27/2015 12:10,NO3,0.208,mg N/L,
18508,941,4/27/2015 12:10,NH4,0.305118989,mg N/L,
18501,941,4/27/2015 12:10,SO4,0.187,mg S/L,
18502,941,4/27/2015 12:10,pH as H+,1.633154439,mol/L,
18503,941,4/27/2015 12:10,pH,5.12,standard units,
18504,941,4/27/2015 12:10,Precip,0.260000008,in,
18509,941,4/27/2015 12:10,Mg,0.026,mg/L,
18510,941,4/27/2015 12:10,K,0.044,mg/L,
18511,941,4/27/2015 12:10,Duration,4.993055556,days,
18512,941,4/27/2015 12:10,SpCond,7,us/cm,
18514,941,4/27/2015 12:10,Ca,0.218,mg/L,
18515,941,4/27/2015 12:10,BktVol,430,mL,
18517,941,4/27/2015 12:10,Na,0.025,mg/L,
18498,941,4/27/2015 12:10,TSP,13.94387866,ug P/L,
18505,941,4/27/2015 12:10,PO4,12.26349967,ug P/L,
18522,942,5/12/2015 13:10,TN,0.94918409,mg N/L,
18526,942,5/12/2015 13:10,NO2,0.025,mg N/L,
18527,942,5/12/2015 13:10,NO3,0.18,mg N/L,
18536,942,5/12/2015 13:10,NH4,0.349859053,mg N/L,
18525,942,5/12/2015 13:10,SO4,0.231,mg S/L,
18518,942,5/12/2015 13:10,Precip,3.360000108,in,
18519,942,5/12/2015 13:10,pH,5.17,standard units,
18520,942,5/12/2015 13:10,pH as H+,1.642872689,mol/L,
18528,942,5/12/2015 13:10,Na,0.091,mg/L,
18530,942,5/12/2015 13:10,Ca,0.235,mg/L,
18532,942,5/12/2015 13:10,SpCond,8,us/cm,
18534,942,5/12/2015 13:10,K,0.167,mg/L,
18535,942,5/12/2015 13:10,Mg,0.05,mg/L,
18537,942,5/12/2015 13:10,Duration,15.04166667,days,
18521,942,5/12/2015 13:10,PO4,12.63612922,ug P/L,
18524,942,5/12/2015 13:10,TSP,17.72417983,ug P/L,
18538,943,5/28/2015 12:30,NO3,0.0939,mg N/L,
18541,943,5/28/2015 12:30,TN,0.449219148,mg N/L,
18547,943,5/28/2015 12:30,NO2,0.025,mg N/L,
18548,943,5/28/2015 12:30,NH4,0.1270373,mg N/L,
18542,943,5/28/2015 12:30,SO4,0.112,mg S/L,
18543,943,5/28/2015 12:30,pH as H+,1.658228077,mol/L,
18544,943,5/28/2015 12:30,pH,5.25,standard units,
18545,943,5/28/2015 12:30,Precip,1.510000048,in,
18549,943,5/28/2015 12:30,Na,0.025,mg/L,
18550,943,5/28/2015 12:30,BktVol,2170,mL,
18551,943,5/28/2015 12:30,Ca,0.126,mg/L,
18554,943,5/28/2015 12:30,Duration,15.97222222,days,
18555,943,5/28/2015 12:30,K,0.046,mg/L,
18556,943,5/28/2015 12:30,Mg,0.017,mg/L,
18557,943,5/28/2015 12:30,SpCond,4,us/cm,
18539,943,5/28/2015 12:30,TSP,1.494866442,ug P/L,
18546,943,5/28/2015 12:30,PO4,1.423068416,ug P/L,
18558,944,6/3/2015 12:10,NO3,0.129,mg N/L,
18560,944,6/3/2015 12:10,TN,0.323988574,mg N/L,
18566,944,6/3/2015 12:10,NO2,0.025,mg N/L,
18573,944,6/3/2015 12:10,NH4,0.103294912,mg N/L,
18561,944,6/3/2015 12:10,SO4,0.141,mg S/L,
18562,944,6/3/2015 12:10,pH as H+,1.62924054,mol/L,
18563,944,6/3/2015 12:10,pH,5.1,standard units,
18564,944,6/3/2015 12:10,Precip,1.960000063,in,
18568,944,6/3/2015 12:10,Na,0.025,mg/L,
18570,944,6/3/2015 12:10,BktVol,3230,mL,
18571,944,6/3/2015 12:10,Ca,0.113,mg/L,
18574,944,6/3/2015 12:10,Duration,5.986111111,days,
18575,944,6/3/2015 12:10,K,0.039,mg/L,
18576,944,6/3/2015 12:10,Mg,0.012,mg/L,
18577,944,6/3/2015 12:10,SpCond,7,us/cm,
18565,944,6/3/2015 12:10,PO4,1.375013105,ug P/L,
18567,944,6/3/2015 12:10,TSP,2.63046905,ug P/L,
18578,945,6/10/2015 12:50,NO3,0.133,mg N/L,
18580,945,6/10/2015 12:50,TN,0.27929726,mg N/L,
18586,945,6/10/2015 12:50,NO2,0.025,mg N/L,
18593,945,6/10/2015 12:50,NH4,0.243708756,mg N/L,
18581,945,6/10/2015 12:50,SO4,0.127,mg S/L,
18582,945,6/10/2015 12:50,pH as H+,1.663926098,mol/L,
18583,945,6/10/2015 12:50,pH,5.28,standard units,
18584,945,6/10/2015 12:50,Precip,0.890000028,in,
18588,945,6/10/2015 12:50,Na,0.025,mg/L,
18590,945,6/10/2015 12:50,BktVol,1510,mL,
18591,945,6/10/2015 12:50,Ca,0.203,mg/L,
18594,945,6/10/2015 12:50,Duration,7.027777778,days,
18595,945,6/10/2015 12:50,K,0.033,mg/L,
18596,945,6/10/2015 12:50,Mg,0.024,mg/L,
18597,945,6/10/2015 12:50,SpCond,5,us/cm,
18585,945,6/10/2015 12:50,PO4,1.785156677,ug P/L,
18587,945,6/10/2015 12:50,TSP,3.809518721,ug P/L,
18598,946,6/16/2015 12:05,NO2,0.025,mg N/L,
18600,946,6/16/2015 12:05,TN,0.479330499,mg N/L,
18606,946,6/16/2015 12:05,NO3,0.196,mg N/L,
18608,946,6/16/2015 12:05,NH4,0.241565507,mg N/L,
18601,946,6/16/2015 12:05,SO4,0.139,mg S/L,
18602,946,6/16/2015 12:05,pH as H+,1.613429934,mol/L,
18603,946,6/16/2015 12:05,pH,5.02,standard units,
18604,946,6/16/2015 12:05,Precip,1.170000037,in,
18609,946,6/16/2015 12:05,Mg,0.005,mg/L,
18610,946,6/16/2015 12:05,K,0.014,mg/L,
18611,946,6/16/2015 12:05,Duration,5.96875,days,
18612,946,6/16/2015 12:05,SpCond,6.4,us/cm,
18614,946,6/16/2015 12:05,Ca,0.106,mg/L,
18615,946,6/16/2015 12:05,BktVol,2042,mL,
18617,946,6/16/2015 12:05,Na,0.025,mg/L,
18605,946,6/16/2015 12:05,PO4,1,ug P/L,
18607,946,6/16/2015 12:05,TSP,1.36856492,ug P/L,
18623,947,6/22/2015 13:00,TN,0.483842141,mg N/L,
18625,947,6/22/2015 13:00,NO3,0.226,mg N/L,
18627,947,6/22/2015 13:00,NO2,0.025,mg N/L,
18630,947,6/22/2015 13:00,NH4,0.24587688,mg N/L,
18626,947,6/22/2015 13:00,SO4,0.293,mg S/L,
18619,947,6/22/2015 13:00,Precip,0.570000018,in,
18620,947,6/22/2015 13:00,pH,4.83,standard units,
18621,947,6/22/2015 13:00,pH as H+,1.574846468,mol/L,
18628,947,6/22/2015 13:00,BktVol,1022,mL,
18629,947,6/22/2015 13:00,Na,0.025,mg/L,
18631,947,6/22/2015 13:00,Ca,0.131,mg/L,
18634,947,6/22/2015 13:00,Duration,6.038194444,days,
18635,947,6/22/2015 13:00,K,0.021,mg/L,
18636,947,6/22/2015 13:00,Mg,0.016,mg/L,
18637,947,6/22/2015 13:00,SpCond,8.3,us/cm,
18618,947,6/22/2015 13:00,PO4,1.13918031,ug P/L,
18622,947,6/22/2015 13:00,TSP,1.274984422,ug P/L,
18641,948,6/24/2015 12:00,TN,0.874203199,mg N/L,
18646,948,6/24/2015 12:00,NO3,0.4,mg N/L,
18647,948,6/24/2015 12:00,NO2,0.025,mg N/L,
18657,948,6/24/2015 12:00,NH4,0.436492743,mg N/L,
18642,948,6/24/2015 12:00,SO4,0.514,mg S/L,
18643,948,6/24/2015 12:00,pH as H+,1.566530411,mol/L,
18644,948,6/24/2015 12:00,pH,4.79,standard units,
18645,948,6/24/2015 12:00,Precip,0.380000012,in,
18649,948,6/24/2015 12:00,Na,0.07,mg/L,
18650,948,6/24/2015 12:00,Mg,0.055,mg/L,
18651,948,6/24/2015 12:00,K,0.084,mg/L,
18652,948,6/24/2015 12:00,Duration,1.958333333,days,
18653,948,6/24/2015 12:00,SpCond,11.7,us/cm,
18655,948,6/24/2015 12:00,Ca,0.505,mg/L,
18656,948,6/24/2015 12:00,BktVol,670,mL,
18638,948,6/24/2015 12:00,PO4,2.636984064,ug P/L,
18639,948,6/24/2015 12:00,TSP,1.355841071,ug P/L,
18662,949,6/29/2015 12:05,NO3,0.0285,mg N/L,
18663,949,6/29/2015 12:05,TN,0.053756638,mg N/L,
18667,949,6/29/2015 12:05,NO2,0.0135,mg N/L,
18677,949,6/29/2015 12:05,NH4,0.048077226,mg N/L,
18666,949,6/29/2015 12:05,SO4,0.0214,mg S/L,
18659,949,6/29/2015 12:05,Precip,1.310000042,in,
18660,949,6/29/2015 12:05,pH,5.41,standard units,
18661,949,6/29/2015 12:05,pH as H+,1.688249093,mol/L,
18669,949,6/29/2015 12:05,Na,0.025,mg/L,
18670,949,6/29/2015 12:05,Mg,0.005,mg/L,
18671,949,6/29/2015 12:05,K,0.005,mg/L,
18672,949,6/29/2015 12:05,Duration,5.003472222,days,
18673,949,6/29/2015 12:05,SpCond,2.6,us/cm,
18675,949,6/29/2015 12:05,Ca,0.06,mg/L,
18676,949,6/29/2015 12:05,BktVol,2245,mL,
18658,949,6/29/2015 12:05,PO4,0.5,ug P/L,
18665,949,6/29/2015 12:05,TSP,2.499330598,ug P/L,
18683,950,7/2/2015 12:05,TN,0.272838715,mg N/L,
18685,950,7/2/2015 12:05,NO3,0.105,mg N/L,
18687,950,7/2/2015 12:05,NO2,0.025,mg N/L,
18693,950,7/2/2015 12:05,NH4,0.089992157,mg N/L,
18686,950,7/2/2015 12:05,SO4,0.122,mg S/L,
18679,950,7/2/2015 12:05,Precip,1.470000047,in,
18680,950,7/2/2015 12:05,pH,5.09,standard units,
18681,950,7/2/2015 12:05,pH as H+,1.627277831,mol/L,
18689,950,7/2/2015 12:05,Na,0.025,mg/L,
18690,950,7/2/2015 12:05,BktVol,2380,mL,
18691,950,7/2/2015 12:05,Ca,0.231,mg/L,
18694,950,7/2/2015 12:05,Duration,3,days,
18695,950,7/2/2015 12:05,K,0.022,mg/L,
18696,950,7/2/2015 12:05,Mg,0.022,mg/L,
18697,950,7/2/2015 12:05,SpCond,7.3,us/cm,
18678,950,7/2/2015 12:05,PO4,2.556502874,ug P/L,
18682,950,7/2/2015 12:05,TSP,3.167545415,ug P/L,
18698,951,7/8/2015 12:20,NO3,0.308,mg N/L,
18700,951,7/8/2015 12:20,TN,0.770715582,mg N/L,
18707,951,7/8/2015 12:20,NO2,0.025,mg N/L,
18717,951,7/8/2015 12:20,NH4,0.499529419,mg N/L,
18701,951,7/8/2015 12:20,SO4,0.372,mg S/L,
18702,951,7/8/2015 12:20,pH as H+,1.613429934,mol/L,
18703,951,7/8/2015 12:20,pH,5.02,standard units,
18704,951,7/8/2015 12:20,Precip,0.510000016,in,
18708,951,7/8/2015 12:20,Na,0.025,mg/L,
18709,951,7/8/2015 12:20,Mg,0.017,mg/L,
18710,951,7/8/2015 12:20,K,0.032,mg/L,
18711,951,7/8/2015 12:20,Duration,6.010416667,days,
18712,951,7/8/2015 12:20,SpCond,11.3,us/cm,
18714,951,7/8/2015 12:20,Ca,0.13,mg/L,
18715,951,7/8/2015 12:20,BktVol,910,mL,
18705,951,7/8/2015 12:20,PO4,1.452695692,ug P/L,
18706,951,7/8/2015 12:20,TSP,0.5,ug P/L,
18722,952,7/20/2015 20:00,NO3,0.455,mg N/L,
18723,952,7/20/2015 20:00,TN,1.398959728,mg N/L,
18727,952,7/20/2015 20:00,NO2,0.025,mg N/L,
18733,952,7/20/2015 20:00,NH4,0.740082749,mg N/L,
18726,952,7/20/2015 20:00,SO4,0.324,mg S/L,
18719,952,7/20/2015 20:00,Precip,0.350000011,in,
18720,952,7/20/2015 20:00,pH,5.37,standard units,
18721,952,7/20/2015 20:00,pH as H+,1.680827909,mol/L,
18729,952,7/20/2015 20:00,Na,0.025,mg/L,
18730,952,7/20/2015 20:00,BktVol,530,mL,
18731,952,7/20/2015 20:00,Ca,0.301,mg/L,
18734,952,7/20/2015 20:00,Duration,12.31944444,days,
18735,952,7/20/2015 20:00,K,0.079,mg/L,
18736,952,7/20/2015 20:00,Mg,0.049,mg/L,
18737,952,7/20/2015 20:00,SpCond,9.6,us/cm,
18725,952,7/20/2015 20:00,TSP,19.15216236,ug P/L,
18740,953,7/31/2015 12:20,TN,0.449466645,mg N/L,
18745,953,7/31/2015 12:20,NO3,0.169,mg N/L,
18746,953,7/31/2015 12:20,NO2,0.025,mg N/L,
18753,953,7/31/2015 12:20,NH4,0.236757123,mg N/L,
18741,953,7/31/2015 12:20,SO4,0.42,mg S/L,
18742,953,7/31/2015 12:20,pH as H+,1.558144618,mol/L,
18743,953,7/31/2015 12:20,pH,4.75,standard units,
18744,953,7/31/2015 12:20,Precip,1.24000004,in,
18748,953,7/31/2015 12:20,Na,0.025,mg/L,
18750,953,7/31/2015 12:20,BktVol,2130,mL,
18751,953,7/31/2015 12:20,Ca,0.139,mg/L,
18754,953,7/31/2015 12:20,Duration,10.68055556,days,
18755,953,7/31/2015 12:20,K,0.016,mg/L,
18756,953,7/31/2015 12:20,Mg,0.019,mg/L,
18757,953,7/31/2015 12:20,SpCond,13,us/cm,
18738,953,7/31/2015 12:20,TSP,0.5,ug P/L,
18747,953,7/31/2015 12:20,PO4,0.5,ug P/L,
18758,954,8/12/2015 12:30,NO3,0.0943,mg N/L,
18760,954,8/12/2015 12:30,TN,0.162449825,mg N/L,
18767,954,8/12/2015 12:30,NO2,0.025,mg N/L,
18773,954,8/12/2015 12:30,NH4,0.071127941,mg N/L,
18761,954,8/12/2015 12:30,SO4,0.0771,mg S/L,
18762,954,8/12/2015 12:30,pH as H+,1.62924054,mol/L,
18763,954,8/12/2015 12:30,pH,5.1,standard units,
18764,954,8/12/2015 12:30,Precip,1.030000033,in,
18768,954,8/12/2015 12:30,Na,0.025,mg/L,
18770,954,8/12/2015 12:30,BktVol,1720,mL,
18771,954,8/12/2015 12:30,Ca,0.084,mg/L,
18774,954,8/12/2015 12:30,Duration,12.00694444,days,
18775,954,8/12/2015 12:30,K,0.011,mg/L,
18776,954,8/12/2015 12:30,Mg,0.012,mg/L,
18777,954,8/12/2015 12:30,SpCond,4.1,us/cm,
18765,954,8/12/2015 12:30,PO4,0.5,ug P/L,
18766,954,8/12/2015 12:30,TSP,0.5,ug P/L,
18778,955,8/17/2015 16:40,NO2,0.025,mg N/L,
18780,955,8/17/2015 16:40,TN,0.332384106,mg N/L,
18786,955,8/17/2015 16:40,NO3,0.111,mg N/L,
18788,955,8/17/2015 16:40,NH4,0.177927151,mg N/L,
18781,955,8/17/2015 16:40,SO4,0.164,mg S/L,
18782,955,8/17/2015 16:40,pH as H+,1.652497402,mol/L,
18783,955,8/17/2015 16:40,pH,5.22,standard units,
18784,955,8/17/2015 16:40,Precip,2.19000007,in,
18789,955,8/17/2015 16:40,Mg,0.013,mg/L,
18790,955,8/17/2015 16:40,K,0.012,mg/L,
18791,955,8/17/2015 16:40,Duration,5.173611111,days,
18792,955,8/17/2015 16:40,SpCond,5,us/cm,
18794,955,8/17/2015 16:40,Ca,0.149,mg/L,
18795,955,8/17/2015 16:40,BktVol,3700,mL,
18797,955,8/17/2015 16:40,Na,0.025,mg/L,
18785,955,8/17/2015 16:40,PO4,1.335884415,ug P/L,
18787,955,8/17/2015 16:40,TSP,1.525222276,ug P/L,
18803,956,9/11/2015 12:10,TN,0.457735685,mg N/L,
18805,956,9/11/2015 12:10,NO3,0.195,mg N/L,
18807,956,9/11/2015 12:10,NO2,0.025,mg N/L,
18813,956,9/11/2015 12:10,NH4,0.283738215,mg N/L,
18806,956,9/11/2015 12:10,SO4,0.407,mg S/L,
18799,956,9/11/2015 12:10,Precip,0.800000026,in,
18800,956,9/11/2015 12:10,pH,4.79,standard units,
18801,956,9/11/2015 12:10,pH as H+,1.566530411,mol/L,
18808,956,9/11/2015 12:10,BktVol,1270,mL,
18809,956,9/11/2015 12:10,Na,0.025,mg/L,
18811,956,9/11/2015 12:10,Ca,0.246,mg/L,
18814,956,9/11/2015 12:10,Duration,24.8125,days,
18815,956,9/11/2015 12:10,K,0.017,mg/L,
18816,956,9/11/2015 12:10,Mg,0.028,mg/L,
18817,956,9/11/2015 12:10,SpCond,9.5,us/cm,
18798,956,9/11/2015 12:10,PO4,1.406052694,ug P/L,
18804,956,9/11/2015 12:10,TSP,1.195884211,ug P/L,
18820,957,9/15/2015 12:15,TN,0.191631208,mg N/L,
18825,957,9/15/2015 12:15,NO3,0.0908,mg N/L,
18826,957,9/15/2015 12:15,NO2,0.025,mg N/L,
18829,957,9/15/2015 12:15,NH4,0.099305748,mg N/L,
18821,957,9/15/2015 12:15,SO4,0.0779,mg S/L,
18822,957,9/15/2015 12:15,pH as H+,1.656321498,mol/L,
18823,957,9/15/2015 12:15,pH,5.24,standard units,
18824,957,9/15/2015 12:15,Precip,1.790000057,in,
18828,957,9/15/2015 12:15,Na,0.025,mg/L,
18830,957,9/15/2015 12:15,BktVol,2730,mL,
18831,957,9/15/2015 12:15,Ca,0.171,mg/L,
18834,957,9/15/2015 12:15,Duration,4.003472222,days,
18835,957,9/15/2015 12:15,K,0.024,mg/L,
18836,957,9/15/2015 12:15,Mg,0.013,mg/L,
18837,957,9/15/2015 12:15,SpCond,4,us/cm,
18818,957,9/15/2015 12:15,TSP,0.5,ug P/L,
18827,957,9/15/2015 12:15,PO4,1.422593811,ug P/L,
18838,958,10/1/2015 13:00,NO3,0.027,mg N/L,
18841,958,10/1/2015 13:00,TN,0.051819134,mg N/L,
18847,958,10/1/2015 13:00,NO2,0.025,mg N/L,
18857,958,10/1/2015 13:00,NH4,0.032,mg N/L,
18842,958,10/1/2015 13:00,SO4,0.0301,mg S/L,
18843,958,10/1/2015 13:00,pH as H+,1.69744879,mol/L,
18844,958,10/1/2015 13:00,pH,5.46,standard units,
18845,958,10/1/2015 13:00,Precip,3.080000099,in,
18848,958,10/1/2015 13:00,Ca,0.025,mg/L,
18849,958,10/1/2015 13:00,Na,0.025,mg/L,
18850,958,10/1/2015 13:00,Mg,0.011,mg/L,
18851,958,10/1/2015 13:00,K,0.005,mg/L,
18852,958,10/1/2015 13:00,Duration,16.03125,days,
18853,958,10/1/2015 13:00,SpCond,2.3,us/cm,
18855,958,10/1/2015 13:00,BktVol,4990,mL,
18839,958,10/1/2015 13:00,TSP,1.153809173,ug P/L,
18846,958,10/1/2015 13:00,PO4,1.026966758,ug P/L,
18863,959,10/13/2015 12:30,TN,0.577562497,mg N/L,
18865,959,10/13/2015 12:30,NO3,0.239,mg N/L,
18867,959,10/13/2015 12:30,NO2,0.025,mg N/L,
18877,959,10/13/2015 12:30,NH4,0.31563048,mg N/L,
18866,959,10/13/2015 12:30,SO4,0.285,mg S/L,
18859,959,10/13/2015 12:30,Precip,0.900000029,in,
18860,959,10/13/2015 12:30,pH,4.97,standard units,
18861,959,10/13/2015 12:30,pH as H+,1.60341984,mol/L,
18868,959,10/13/2015 12:30,Ca,0.181,mg/L,
18869,959,10/13/2015 12:30,Na,0.025,mg/L,
18870,959,10/13/2015 12:30,BktVol,1440,mL,
18872,959,10/13/2015 12:30,SpCond,7,us/cm,
18874,959,10/13/2015 12:30,K,0.014,mg/L,
18875,959,10/13/2015 12:30,Mg,0.019,mg/L,
18876,959,10/13/2015 12:30,Duration,11.97916667,days,
18858,959,10/13/2015 12:30,PO4,1.326224961,ug P/L,
18862,959,10/13/2015 12:30,TSP,1.661698042,ug P/L,
18879,960,10/26/2015 12:30,NO3,0.232,mg N/L,
18881,960,10/26/2015 12:30,TN,0.468624683,mg N/L,
18887,960,10/26/2015 12:30,NO2,0.025,mg N/L,
18897,960,10/26/2015 12:30,NH4,0.269791043,mg N/L,
18882,960,10/26/2015 12:30,SO4,0.182,mg S/L,
18883,960,10/26/2015 12:30,pH as H+,1.665818246,mol/L,
18884,960,10/26/2015 12:30,pH,5.29,standard units,
18885,960,10/26/2015 12:30,Precip,0.580000019,in,
18888,960,10/26/2015 12:30,Na,0.103,mg/L,
18889,960,10/26/2015 12:30,Mg,0.031,mg/L,
18890,960,10/26/2015 12:30,K,0.018,mg/L,
18891,960,10/26/2015 12:30,Duration,13,days,
18892,960,10/26/2015 12:30,SpCond,6,us/cm,
18894,960,10/26/2015 12:30,Ca,0.233,mg/L,
18895,960,10/26/2015 12:30,BktVol,920,mL,
18878,960,10/26/2015 12:30,TSP,2.297656425,ug P/L,
18886,960,10/26/2015 12:30,PO4,1.707189494,ug P/L,
18902,961,11/3/2015 13:00,NO3,0.005,mg N/L,
18904,961,11/3/2015 13:00,TN,0.025,mg N/L,
18907,961,11/3/2015 13:00,NO2,0.025,mg N/L,
18910,961,11/3/2015 13:00,NH4,0.014058108,mg N/L,
18906,961,11/3/2015 13:00,SO4,0.025,mg S/L,
18899,961,11/3/2015 13:00,Precip,3.16,in,
18900,961,11/3/2015 13:00,pH,5.35,standard units,
18901,961,11/3/2015 13:00,pH as H+,1.677096561,mol/L,
18908,961,11/3/2015 13:00,Ca,0.053,mg/L,
18909,961,11/3/2015 13:00,Na,0.025,mg/L,
18911,961,11/3/2015 13:00,BktVol,5170,mL,
18914,961,11/3/2015 13:00,Duration,7.979166667,days,
18915,961,11/3/2015 13:00,K,0.005,mg/L,
18916,961,11/3/2015 13:00,SpCond,3,us/cm,
18917,961,11/3/2015 13:00,Mg,0.005,mg/L,
18898,961,11/3/2015 13:00,PO4,0.5,ug P/L,
18903,961,11/3/2015 13:00,TSP,0.5,ug P/L,
18920,962,11/13/2015 13:10,TN,0.179056057,mg N/L,
18925,962,11/13/2015 13:10,NO3,0.119,mg N/L,
18926,962,11/13/2015 13:10,NO2,0.025,mg N/L,
18937,962,11/13/2015 13:10,NH4,0.066151626,mg N/L,
18921,962,11/13/2015 13:10,SO4,0.112,mg S/L,
18922,962,11/13/2015 13:10,pH as H+,1.613429934,mol/L,
18923,962,11/13/2015 13:10,pH,5.02,standard units,
18924,962,11/13/2015 13:10,Precip,0.690000022,in,
18928,962,11/13/2015 13:10,Na,0.025,mg/L,
18929,962,11/13/2015 13:10,Mg,0.005,mg/L,
18930,962,11/13/2015 13:10,K,0.005,mg/L,
18931,962,11/13/2015 13:10,Duration,10.00694444,days,
18932,962,11/13/2015 13:10,SpCond,5,us/cm,
18934,962,11/13/2015 13:10,Ca,0.084,mg/L,
18935,962,11/13/2015 13:10,BktVol,1060,mL,
18918,962,11/13/2015 13:10,TSP,1.423202453,ug P/L,
18927,962,11/13/2015 13:10,PO4,0.5,ug P/L,
18938,963,11/20/2015 13:20,NO3,0.0654,mg N/L,
18944,963,11/20/2015 13:20,TN,0.124265422,mg N/L,
18946,963,11/20/2015 13:20,NH4,0.088736106,mg N/L,
18953,963,11/20/2015 13:20,NO2,0.025,mg N/L,
18943,963,11/20/2015 13:20,SO4,0.025,mg S/L,
18940,963,11/20/2015 13:20,Precip,0.750000024,in,
18942,963,11/20/2015 13:20,pH as H+,1.691939134,mol/L,
18945,963,11/20/2015 13:20,pH,5.43,standard units,
18948,963,11/20/2015 13:20,Mg,0.014,mg/L,
18949,963,11/20/2015 13:20,Na,0.086,mg/L,
18951,963,11/20/2015 13:20,BktVol,1120,mL,
18952,963,11/20/2015 13:20,Ca,0.125,mg/L,
18954,963,11/20/2015 13:20,SpCond,3,us/cm,
18955,963,11/20/2015 13:20,Duration,7.006944444,days,
18957,963,11/20/2015 13:20,K,0.01,mg/L,
18939,963,11/20/2015 13:20,TSP,1.423202453,ug P/L,
18947,963,11/20/2015 13:20,PO4,1.128452358,ug P/L,
18960,964,12/4/2015 13:10,TN,0.142528967,mg N/L,
18965,964,12/4/2015 13:10,NO3,0.136,mg N/L,
18966,964,12/4/2015 13:10,NO2,0.025,mg N/L,
18973,964,12/4/2015 13:10,NH4,0.021798122,mg N/L,
18961,964,12/4/2015 13:10,SO4,0.0948,mg S/L,
18962,964,12/4/2015 13:10,pH as H+,1.568615918,mol/L,
18963,964,12/4/2015 13:10,pH,4.8,standard units,
18964,964,12/4/2015 13:10,Precip,0.840000027,in,
18968,964,12/4/2015 13:10,Mg,0.01,mg/L,
18969,964,12/4/2015 13:10,Na,0.025,mg/L,
18971,964,12/4/2015 13:10,BktVol,1360,mL,
18972,964,12/4/2015 13:10,Ca,0.07,mg/L,
18974,964,12/4/2015 13:10,SpCond,6,us/cm,
18975,964,12/4/2015 13:10,Duration,13.99305556,days,
18976,964,12/4/2015 13:10,K,0.005,mg/L,
18958,964,12/4/2015 13:10,TSP,0.5,ug P/L,
18967,964,12/4/2015 13:10,PO4,1.324570575,ug P/L,
18978,965,1/4/2016 13:20,NO2,0.025,mg N/L,
18980,965,1/4/2016 13:20,TN,0.160792512,mg N/L,
18986,965,1/4/2016 13:20,NO3,0.103,mg N/L,
18988,965,1/4/2016 13:20,NH4,0.055497696,mg N/L,
18981,965,1/4/2016 13:20,SO4,0.0609,mg S/L,
18982,965,1/4/2016 13:20,pH as H+,1.605429891,mol/L,
18983,965,1/4/2016 13:20,pH,4.98,standard units,
18984,965,1/4/2016 13:20,Precip,3.280000105,in,
18989,965,1/4/2016 13:20,Mg,0.005,mg/L,
18992,965,1/4/2016 13:20,Ca,0.053,mg/L,
18993,965,1/4/2016 13:20,Na,0.025,mg/L,
18994,965,1/4/2016 13:20,SpCond,5,us/cm,
18995,965,1/4/2016 13:20,Duration,31.00694444,days,
18996,965,1/4/2016 13:20,K,0.005,mg/L,
18985,965,1/4/2016 13:20,PO4,0.5,ug P/L,
18987,965,1/4/2016 13:20,TSP,0.5,ug P/L,
19001,966,1/11/2016 13:10,TN,0.074040673,mg N/L,
19006,966,1/11/2016 13:10,NO3,0.0284,mg N/L,
19007,966,1/11/2016 13:10,NO2,0.025,mg N/L,
19017,966,1/11/2016 13:10,NH4,0.049523477,mg N/L,
19002,966,1/11/2016 13:10,SO4,0.17,mg S/L,
19003,966,1/11/2016 13:10,pH as H+,1.69744879,mol/L,
19004,966,1/11/2016 13:10,pH,5.46,standard units,
19005,966,1/11/2016 13:10,Precip,0.970000031,in,
